area,type,room,sqm,price,price/sqm
Hakaniemi,kt,"2h, avok, halli...","47,00",335000,7128
Etelä-haaga,kt,"2h, k, kph, p","48,00",289000,6021
Kallio,kt,2h+avok+kh,"48,00",335500,6990
Taka-töölö,kt,"2h, avok, kph, et","48,50",355000,7320
Myllypuro,kt,"2h, kk, lasitet...","53,00",172000,3245
Vesala,kt,2h+k+parveke,"57,00",126000,2211
Malminkartano,kt,"2h, k, kph, pih...","64,00",168000,2625
Etu-töölö,kt,2h+k (yhtiö...,"37,50",389011,10374
Roihuvuori,kt,2h+k,"40,00",182000,4550
Alppila,kt,2 h+avok+eteisa...,"40,00",271000,6775
Kivihaka,kt,"2h, avok, kph, ...","41,50",215000,5181
Käpylä,kt,"2h, kt","45,00",293000,6511
Konala,kt,"2h, k, lasitett...","49,00",189000,3857
Malmi,kt,"2h, k, s","49,50",135000,2727
Meilahti,kt,2h+ak+kph,"52,40",315000,6011
Punavuori,kt,2h+k,"55,00",449000,8164
Lauttasaari,kt,"2h, avok, kph, ...","55,50",475000,8559
Pohjois-haaga,kt,2h+k+kph+lasite...,"56,50",255000,4513
Herttoniemenranta,kt,2h+kk+s,"57,00",338500,5939
Alppiharju,kt,"2h, avok, khp, ...","60,50",435000,7190
Pohjois-haaga,kt,"2h,k,kph,vh,par...","49,00",253000,5163
Pihlajisto,kt,"2h, k, kph","50,50",159500,3158
Vuosaari,kt,"2h, avok, kph, ...","51,00",242000,4745
Viikki,kt,"2h, k, kph, las...","53,50",260000,4860
Aurinkolahti,kt,"2h, kk, kph, s,...","54,50",294500,5404
Munkkiniemi,kt,2h+k+kph+vh+p,"55,50",380000,6847
Kurkimäki,kt,2 h+k+s,"64,00",174000,2719
Taka-töölö,kt,2 h + kk,"65,00",425000,6538
Vuosaari,kt,"2-3 h, avok., k...","66,00",260000,3939
Oulunkylä,kt,"2h,kk,kph,p (Yj...","39,00",230000,5897
Alppila,kt,2h+kk+kph+vh+pa...,"41,00",221400,5400
Länsi-pasila,kt,2h+avok.+kph+sa...,"43,00",270000,6279
Malminkartano,kt,"2h, avok, kph, ...","44,50",236500,5315
Taka-töölö,kt,"2h, avok, kph, wc","49,00",445000,9082
Käpylä,kt,"2-3 h, k, kph, p","66,00",342000,5182
Heikinlaakso,kt,2 h+kk+p,"50,50",166000,3287
Roihuvuori,kt,"2h, k, kph, p","55,00",204000,3709
Herttoniemi,kt,2h + k,"49,00",290000,5918
Kruununhaka,kt,"2h, k","49,00",441000,9000
Oulunkylä,kt,"2h, kk, kph, la...","50,00",230000,4600
Pohjois-haaga,kt,2h+k,"51,00",285000,5588
Kruununhaka,kt,"2h,kk,lasitettu...","36,00",348000,9667
Viikki,kt,"2h, avok., kph,...","38,00",233000,6132
Meilahti,kt,"2h, avokeitti&#...","42,00",285000,6786
Käpylä,kt,"2h, kt","45,00",284000,6311
Meilahti,kt,2h + kk + parveke,"48,00",355000,7396
Käpylä,kt,"2h, k","51,50",316000,6136
Hietalahti,kt,2h+k+kph+s+las.p,"51,50",442000,8583
Yliskylä,kt,2h+k+vh+kph+s+l...,"52,00",289000,5558
Vallila,kt,2 h + k,"57,00",299250,5250
Kulosaari,kt,"2h, k, kph,p","50,00",275100,5502
Herttoniemenranta,kt,2H+K,"51,00",410000,8039
Etu-töölö,kt,2h+avok+kp+eril...,"55,00",485000,8818
Kallio,kt,2h+k+kph+p (yj:...,"55,50",320000,5766
Kontula,kt,"2h, k","57,00",108000,1895
Meilahti,kt,"2h, avok, kph","38,00",280000,7368
Tapanila,kt,2h+k+kph+lasite...,"51,00",150000,2941
Pihlajisto,kt,2h+k+p,"59,50",188000,3160
Käpylä,kt,"2h, avok, kph, ...","45,00",284000,6311
Kuninkaantammi,kt,"2h, avokeitti&#...","45,50",229000,5033
Tapaninvainio,kt,2h+k+s+lasitett...,"52,00",185000,3558
Puotila,kt,"2h, k, kph, par...","54,00",229651,4253
Kontula,kt,2h+k+kph+lasite...,"57,00",110000,1930
Suutarila,kt,2h+k+kph,"60,00",152000,2533
Alppiharju,kt,2h+kk+kph,"42,00",288000,6857
Alppila,kt,"2 h, avok., kph","51,00",392000,7686
Vallila,kt,"2h, avok ja par...","32,50",209000,6431
Aurinkolahti,kt,"2h, kk, kph, la...","35,50",201000,5662
Pasila,kt,2h + kt + lasit...,"46,00",259800,5648
Tali,kt,2h+kk+kph+s+las...,"47,00",322000,6851
Hermanni,kt,2h+k,"49,00",284000,5796
Pihlajisto,kt,2h+k+kh,"50,50",148000,2931
Töölö,kt,2h+k+kph+vh (yh...,"53,50",382000,7140
Malmi,kt,2h+ avokeitti&#...,"54,00",180000,3333
Maunula,kt,"2h, k, kph, par...","60,50",205000,3388
Ullanlinna,kt,"1h, k, kh, alko...","53,50",479000,8953
Herttoniemenranta,kt,"2h, avokeitti&#...","55,50",349000,6288
Pitäjänmäki,kt,"2h, k, parveke","58,00",190000,3276
Munkkiniemi,kt,2h+avok.+kph+p,"38,50",315000,8182
Alppiharju,kt,2h+avok+kph+s+vh,"57,50",380000,6609
Pasila,kt,2h + kt + kph +...,"46,00",264800,5757
Kallio,kt,2h+k+kph+vh+las...,"51,00",315000,6176
Puotinharju,kt,2h+k+parv.,"59,50",152500,2563
Lauttasaari,kt,"2h, avok, kph, 2rp","65,00",498000,7662
Kamppi,kt,2h+kk+kph+vh+ra...,"40,50",398000,9827
Myllypuro,kt,"2h, kt, kph, s,...","51,50",195000,3786
Kontula,kt,"2h, k, psh, las...","53,50",155000,2897
Ullanlinna,kt,2h+avok+kph+p,"36,00",380000,10556
Pitäjänmäki,kt,"2h, k, kph","44,00",195000,4432
Katajanokka,kt,2h+k,"74,00",470000,6351
Harju,kt,2h+kk+kph,"30,00",230000,7667
Alppila,kt,"2h, avok","30,50",237500,7787
Pitäjänmäki,kt,2h+k+p,"45,00",236000,5244
Oulunkylä,kt,2h+k+lasitettu ...,"46,00",220000,4783
Aurinkolahti,kt,2h+avok+kh+s+p,"49,50",307030,6203
Etu-töölö,kt,2H+K,"49,50",530000,10707
Ullanlinna,kt,"2h, kk, kph, et","50,50",510000,10099
Meri-rastila,kt,2h+k+kph+s+wc+p,"57,50",165000,2870
Herttoniemi,kt,2h+k,"64,00",282000,4406
Kumpula,kt,2h+k,"44,00",300000,6818
Herttoniemi,kt,2h+avok.+kph,"45,00",279000,6200
Arabianranta,kt,"2h, kk, lasitet...","45,00",312000,6933
Taka-töölö,kt,1-2h+kk+kph,"46,00",286000,6217
Ullanlinna,kt,"2h,kk,kh","47,00",405000,8617
Kamppi,kt,"2h,kk","47,30",528000,11163
Mellunkylä,kt,2h+kk,"49,00",142361,2905
Kulosaari,kt,"2h, kk, kph, p","50,00",325009,6500
Herttoniemi,kt,"2h, kt, s, lasi...","55,00",350000,6364
Pukinmäki,kt,"2h, k, kph/wc, ...","56,50",176667,3127
Ullanlinna,kt,2h+k+kph+kakluuni,"74,00",789000,10662
Pajamäki,kt,"2h, k, kph, par...","48,00",235000,4896
Lauttasaari,kt,2h+k,"51,00",418000,8196
Herttoniemi,kt,"2 h, k, s","61,00",280000,4590
Mellunmäki,kt,2h+keittiö...,"40,50",120000,2963
Oulunkylä,kt,"2h, kk, parveke","44,50",248000,5573
Pitäjänmäki,kt,"2h, avokeitti&#...","50,00",184000,3680
Käpylä,kt,2h+avokeitti...,"41,00",255000,6220
Kuninkaantammi,kt,"2h,kt","42,00",230600,5490
Taka-töölö,kt,"2h, kk, kph, et","47,00",365000,7766
Kamppi,kt,"2h,kk","48,00",330000,6875
Meilahti,kt,"2h, avok., kh","48,40",356130,7358
Jätkäsaari,kt,"2h, avok, kph, ...","50,00",415000,8300
Viikki,kt,2h+k+s,"52,00",277000,5327
Harju,kt,"2h,avok,alk.kh","57,00",410000,7193
Myllypuro,kt,"2h, k, kph + la...","57,50",186000,3235
Oulunkylä,kt,"2h, k","58,00",260000,4483
Tammisalo,kt,2h+k+kph+lasite...,"42,00",202500,4821
Kallio,kt,"2h,kk","42,50",260000,6118
Viikki,kt,"2h, tk, kph, s,...","45,00",229000,5089
Koskela,kt,"2h, avok, kph, ...","45,00",305000,6778
Lauttasaari,kt,"2h, k, kph, s, ...","47,00",335000,7128
Etelä-haaga,kt,"2h, avok, kph, ...","51,00",190000,3725
Kruununhaka,kt,"2h, k, kph","51,00",346000,6784
Etu-töölö,kt,"2h, avok, kph","58,00",430000,7414
Kruununhaka,kt,2-3h+avok+kph/w...,"59,50",621000,10437
Etu-töölö,kt,"2h, avok, kph, vh","61,00",425000,6967
Etu-töölö,kt,"2h,avok, kph, vh","66,00",450000,6818
Punavuori,kt,2h+avok+kph+p,"37,00",484000,13081
Harju,kt,1-2h+avok.+ty&#...,"50,00",352000,7040
Kruununhaka,kt,"2h, kk, alkovi,...","65,00",480000,7385
Ullanlinna,kt,2h+avokeitti...,"40,00",385200,9630
Oulunkylä,kt,"2h, k, kph, par...","49,00",210000,4286
Etelä-haaga,kt,"2h, k, kph ja p...","54,00",230000,4259
Kontula,kt,2h+k+kh+wc+p,"57,00",140000,2456
Malmi,kt,2h+k,"44,00",138000,3136
Roihuvuori,kt,2H+KT+S,"47,50",270000,5684
Itä-pasila,kt,"2 h, k, kph, p","56,50",210000,3717
Kruununhaka,kt,"2h, avok, kph, ...","37,50",480000,12800
Käpylä,kt,"2 h, avok, kph, p","48,00",257000,5354
Punavuori,kt,"2h, avok, kph/w...","56,00",482368,8614
Pohjois-haaga,kt,"2h, k, k, vh, l...","57,40",184000,3206
Koskela,kt,"2h, k, kph, las...","63,00",175000,2778
Pitäjänmäki,kt,2h+kk+khp+p,"38,00",208000,5474
Kuninkaantammi,kt,2h+k+kph+et+ter...,"47,00",219000,4660
Itäkeskus,kt,2h+k+kph,"50,00",272000,5440
Myllypuro,kt,2h+kk+kph+vh+la...,"51,00",182000,3569
Maunula,kt,"2 h, k, kph, p ...","51,00",198000,3882
Roihuvuori,kt,"2h, k, kph, las...","52,00",259000,4981
Munkkivuori,kt,2h+k,"53,00",315000,5943
Ruskeasuo,kt,"2h, avok, kph, ...","43,50",275000,6322
Mellunmäki,kt,"2h, k, kph, las...","50,50",128000,2535
Kontula,kt,2h+kk,"53,00",120000,2264
Ullanlinna,kt,"2h, kk, et, kph","41,00",379000,9244
Kallio,kt,"2h,avok,kph,vh","51,00",284000,5569
Aurinkolahti,kt,"2h, k, kph, s, ...","54,00",238000,4407
Kallio,kt,1h + 2alk + k,"54,00",325000,6019
Myllypuro,kt,"2h, k, kph, par...","54,50",174000,3193
Pohjois-haaga,kt,"2h, k, kph/wc, ...","52,50",255000,4857
Sörnäinen,kt,"2h, k, kph, sau...","59,50",390000,6555
Munkkivuori,kt,"2h, k, kph, vh, p","48,90",249500,5102
Myllypuro,kt,"2h, k, kph, vh,...","60,50",195000,3223
Pohjois-haaga,kt,2h+k,"51,00",276000,5412
Pihlajisto,kt,2h+k,"60,00",198000,3300
Vuosaari,kt,2h+k,"63,50",189000,2976
Vuosaari,kt,"2-3 h, avok., k...","66,00",255000,3864
Herttoniemenranta,kt,2H+KK+S+PARV,"45,00",270000,6000
Kallio,kt,"2h, k, kph, vh,...","51,00",381000,7471
Kulosaari,kt,"2h, k, kph, par...","55,00",341397,6207
Kamppi,kt,"2h,avok,kph,ty&...","61,00",480000,7869
Taka-töölö,kt,"2h, avok ja kph","62,00",405000,6532
Sörnäinen,kt,2h+kk,"39,50",300000,7595
Eiranranta,kt,"2 h, avokeitti&...","66,50",600000,9023
Kulosaari,kt,2H+KK+KH+TERASSI,"38,50",218500,5675
Kontula,kt,2h+k+kh+wc+p,"56,50",133000,2354
Kamppi,kt,2h+kk,"42,00",415000,9881
Vuosaari,kt,2h+kk+s+p,"47,50",204000,4295
Vuosaari,kt,2h+k+p (yht.j&#...,"53,50",168000,3140
Kannelmäki,kt,"2h, k, kph, vh,...","54,00",220000,4074
Oulunkylä,kt,"2h, k, kph, par...","53,50",228000,4262
Malmi,kt,2h+k+s+erill.wc...,"66,00",245000,3712
Käpylä,kt,"2 h, k (Yj. muk...","40,00",224000,5600
Meilahti,kt,2h+kk,"40,00",250000,6250
Kallio,kt,2h+k,"41,00",301000,7341
Kallio,kt,"2h, k","50,00",365000,7300
Puotila,kt,2h+k+vh+p,"52,00",178000,3423
Itäkeskus,kt,"2h,k,kph,p (2h+...","57,00",155000,2719
Arabianranta,kt,"2h, keittiö...","58,00",350000,6034
Merihaka,kt,2h+kk,"47,00",213000,4532
Latokartano,kt,"2h,kt","48,00",254000,5292
Aurinkolahti,kt,"2h, kk, kph, s,...","49,00",235000,4796
Lauttasaari,kt,2h+avok+kph+las...,"36,00",295000,8194
Kruununhaka,kt,"2h, avok, kph, ...","37,50",465000,12400
Koskela,kt,"2h, kt","45,00",277000,6156
Munkkivuori,kt,"2h, k, kph, las...","47,00",262000,5574
Vallila,kt,"2h, kk, kph","48,50",272000,5608
Vallila,kt,2 h+kk,"50,00",300000,6000
Katajanokka,kt,2+k+s,"54,00",450000,8333
Katajanokka,kt,"2h, avokeitti&#...","57,00",600000,10526
Hakaniemi,kt,"2h, k, vh, kph/...","58,00",406000,7000
Vallila,kt,2h+avok+kph (yh...,"29,50",216000,7322
Käpylä,kt,2h+kk+parveke,"38,50",258500,6714
Vuosaari,kt,2h+k,"50,80",175000,3445
Hakaniemi,kt,"2h, k, kph, eri...","46,30",425500,9190
Hermanni,kt,"2h, k, kph, vh,...","54,50",292000,5358
Vartiokylä,kt,"2h, k, kph, eri...","56,00",145000,2589
Punavuori,kt,"2h, avok, kph","56,50",628500,11124
Aurinkolahti,kt,"2h, k, kph, ter...","58,00",270000,4655
Ruskeasuo,kt,"2h, k, sauna/kp...","72,00",455000,6319
Vallila,kt,2h+avok+kph+las...,"39,50",381000,9646
Mellunkylä,kt,avokeittiö...,"41,50",197500,4759
Käpylä,kt,"2h, avok, kph, ...","45,00",287000,6378
Puotinharju,kt,"2h, k, kph, p","46,00",140000,3043
Kallio,kt,2h+kk+kh,"48,00",355000,7396
Lassila,kt,"2h, kk, kph, la...","49,50",211000,4263
Munkkiniemi,kt,"2h, k, kph, par...","53,00",335000,6321
Etu-töölö,kt,2h+kk,"54,00",440000,8148
Marjaniemi,kt,2h+k+s+las.parv,"57,50",190000,3304
Vuosaari,kt,"2h, k, kph","63,00",170000,2698
Harju,kt,"2h,rt,kh,ty...","64,50",401000,6217
Taka-töölö,kt,"2h, k, kph, par...","43,00",375500,8733
Lauttasaari,kt,2h+avok+kph+las...,"47,00",308000,6553
Herttoniemi,kt,2h+k,"48,00",270000,5625
Etelä-haaga,kt,"2h, avokeitti&#...","54,00",310000,5741
Jätkäsaari,kt,"2h, k, kph, s, ...","56,00",490000,8750
Kallio,kt,2h+k+kph+parveke,"60,00",385000,6417
Punavuori,kt,"2h, k, kph, wc","83,40",655000,7854
Kontula,kt,"2h, kk (yht.j&#...","47,50",132000,2779
Käpylä,kt,"2h,k,khwc,p","49,00",258000,5265
Herttoniemi,kt,"2h, k, kph, vh,...","57,20",283000,4948
Pihlajisto,kt,"2 h, k, kh/wc, ...","59,50",185000,3109
Kaartinkaupunki,kt,"2h, avok, kph","41,00",409000,9976
Munkkivuori,kt,"2 h, k, kh, vh","55,60",262000,4712
Kalasatama,kt,"2h, k, kph, sau...","58,50",442000,7556
Länsi-pasila,kt,2h+kt+s,"61,00",380000,6230
Pikku huopalahti,kt,3H+K,"77,00",431879,5609
Puotila,kt,"2h, k, kph, par...","55,00",191000,3473
Latokartano,kt,"2h, k, s, lasit...","60,00",276000,4600
Katajanokka,kt,"2h,k,halli,kph","61,60",470000,7630
Taka-töölö,kt,"2h, avok, kph, ...","40,00",310000,7750
Lauttasaari,kt,"2h, avok, kph, ...","42,50",435000,10235
Malmi,kt,"2h, k, kph/s, w...","56,00",202000,3607
Toukola,kt,2h+kk+kph,"40,00",249000,6225
Hermanni,kt,2h+kk+s+parveke ,"52,00",354000,6808
Meri-rastila,kt,2h+kk+s+parveke...,"40,50",138000,3407
Etelä-haaga,kt,"2h, kk, kh, p (...","42,00",259000,6167
Etelä-haaga,kt,"2h, k, kph, vh, p.","44,50",277000,6225
Hermanni,kt,2h+k+m.alk,"51,00",281000,5510
Alppila,kt,"2h, k, kph/s, e...","56,50",355000,6283
Tapulikaupunki,kt,"2 h, k, kh/wc, ...","58,50",160000,2735
Pitäjänmäki,kt,"2h, k, s ja las...","60,50",288000,4760
Siltamäki,kt,"2h, k, vh, lasi...","62,00",142500,2298
Etu-töölö,kt,"2 h, k, alkovi,...","68,50",525000,7664
Ullanlinna,kt,2h+k+kh,"85,00",840000,9882
Herttoniemi,kt,2h+avokeitti...,"41,50",277500,6687
Pohjois-haaga,kt,"2h, kk, kph, vh","45,00",230200,5116
Aurinkolahti,kt,"2h, kk, sauna j...","54,50",275000,5046
Myllypuro,kt,2h+k+kph+parveke,"59,00",199000,3373
Pitäjänmäki,kt,2h+k+kph-s+vh+l...,"64,50",178000,2760
Alppiharju,kt,"2h, k, kph, alk...","57,00",392000,6877
Harju,kt,"2h, kk, kph, p","42,00",255000,6071
Ullanlinna,kt,2h+kk+kph,"47,50",375000,7895
Kalasatama,kt,"2h, kt, s, kph,...","51,50",415000,8058
Katajanokka,kt,"2h, avok, rt, k...","53,50",496000,9271
Ullanlinna,kt,"2h, k, kph","53,50",525000,9813
Malminkartano,kt,"2h, k, s, kph/w...","57,00",154000,2702
Kallio,kt,"3h, k, kph, p","60,50",399000,6595
Puotila,kt,3h+k+kph+parveke,"64,00",238000,3719
Myllypuro,kt,"3h, k, kph, las. p","70,00",199000,2843
Myllypuro,kt,"3h, k, kph, p","70,00",200000,2857
Haaga,kt,"3h,k,kph,p.","56,00",307000,5482
Reimarla,kt,3h+k+et+kph+vh+...,"68,00",222000,3265
Kannelmäki,kt,3 h+k,"60,40",243280,4028
Pihlajamäki,kt,3h+k+kph+p (yj....,"73,00",272000,3726
Kamppi,kt,"3h, avok, kph, p","73,00",668000,9151
Munkkiniemi,kt,3h+halli+k+kph+...,"110,50",850000,7692
Taka-töölö,kt,3h+k+halli+s+kp...,"86,00",620000,7209
Mellunmäki,kt,3h+k+kph+parveke,"70,00",129000,1843
Etelä-haaga,kt,"3 h,k, erill.wc...","72,00",407000,5653
Lauttasaari,kt,"2-3 h, k, vh, kph","56,00",465000,8304
Pohjois-haaga,kt,3h+k+kph+vh+p,"62,00",313000,5048
Ruskeasuo,kt,3h+k+kph+parv. ...,"63,80",439000,6881
Pasila,kt,3h + k + vh + s...,"65,50",355000,5420
Malmi,kt,3h+k+s,"73,00",205000,2808
Jakomäki,kt,"3h, k, kph/wc +...","74,50",165000,2215
Viikki,kt,"3h, k, kph, s, ...","87,00",355000,4080
Tali,kt,3h + k + sauna,"78,50",382000,4866
Oulunkylä,kt,"3h, avok, kph, ...","53,50",304000,5682
Töölö,kt,3 h + k,"60,00",430000,7167
Laajasalo,kt,"3h, k, kph, p","63,00",265000,4206
Meilahti,kt,"3h, kph, avokei...","66,50",430000,6466
Roihuvuori,kt,"3h, k, kph, vh","68,00",283000,4162
Käpylä,kt,3h+kk+parveke,"55,00",356000,6473
Lauttasaari,kt,3 h+k,"68,50",380000,5547
Laajasalo,kt,3h+k+kph+vh,"71,50",230000,3217
Kruununhaka,kt,"3h, k, kph, wc","78,80",625000,7931
Kamppi,kt,3h+k+wc+kph ( 1...,"79,00",600000,7595
Munkkiniemi,kt,3h+k+kph+wc+vh+p,"94,00",670000,7128
Kaarela,kt,3 h + k,"66,00",256000,3879
Patola,kt,"3h,k,kph,erill....","76,00",200000,2632
Taka-töölö,kt,"3h, k, kph, wc,...","79,00",430000,5443
Suutarila,kt,"3h, k, kph, wc, p","80,00",160000,2000
Oulunkylä,kt,3h+k+s+lasitett...,"80,50",317000,3938
Munkkiniemi,kt,3 h+k+halli,"83,50",705000,8443
Vuosaari,kt,Asuinhuoneisto,"91,00",345000,3791
Tapanila,kt,3h + k + s,"68,00",269000,3956
Konala,kt,"3h, keittiö...","68,00",280000,4118
Oulunkylä,kt,"3 h, k, rt, kh,...","71,00",359000,5056
Keskusta,kt,"3h,k,kph,erill....","72,00",560000,7778
Vallila,kt,"3h, k, vh, eril...","90,00",515000,5722
Etu-töölö,kt,"3h, avok, kph, ...","94,00",935000,9947
Roihuvuori,kt,3h+k,"68,00",406000,5971
Pihlajamäki,kt,3-4h+k+kph+parv. ,"69,00",171000,2478
Laajasalo,kt,"3 h, k, kph, wc...","74,00",270000,3649
Lauttasaari,kt,3h+k+kph+s,"75,50",476100,6306
Käpylä,kt,"3h, kk, kph, wc...","50,50",306000,6059
Kamppi,kt,3h+avok+kph,"65,00",500000,7692
Munkkivuori,kt,3 h+k+vh+kph+la...,"66,00",385000,5833
