area,type,room,sqm,price,price/sqm,rooms
Sörnäinen,Kerrostalo,"2h, avok, kph j...",30.5,226000,7410,2
Kaartinkaupunki,Kerrostalo,"1-2h,avok,kph,et",37.0,343000,9270,1
Kannelmäki,Kerrostalo,"2h, kk, kph, parv.",39.0,184000,4718,2
Laajasalo,Kerrostalo,2h+k+kph+vh+las...,40.0,195000,4875,2
Kurkimäki,Kerrostalo,2h + avok + kph...,45.5,155000,3407,2
Myllypuro,Kerrostalo,"2h, kk, kph, la...",50.5,167200,3311,2
Munkkiniemi,Kerrostalo,"2h, k, kph, 2xv...",53.0,347000,6547,2
Mellunmäki,Kerrostalo,"2h, k, kph, par...",55.0,148500,2700,2
Kallio,Kerrostalo,"2h,k",66.7,394000,5907,2
Vallila,Kerrostalo,2h,38.0,245000,6447,2
Kurkimäki,Kerrostalo,2h+kk,47.5,135000,2842,2
Arabianranta,Kerrostalo,"2h, avok, kph, ...",49.0,335000,6837,2
Lauttasaari,Kerrostalo,2h+kt+s+ lasite...,49.5,534000,10788,2
Patola,Kerrostalo,"2 h, k, kph, la...",50.0,165000,3300,2
Pohjois-haaga,Kerrostalo,2h+k,51.0,287000,5627,2
Kontula,Kerrostalo,"2h, kk, lasitet...",42.5,152000,3576,2
Myllypuro,Kerrostalo,"2h, kk, kph, la...",50.5,170000,3366,2
Kruununhaka,Kerrostalo,"2h, kk, kph",42.0,255000,6071,2
Kallio,Kerrostalo,2 h+k+kph,45.0,236000,5244,2
Kamppi,Kerrostalo,2 h+ avokeitti&...,47.5,350000,7368,2
Kamppi,Kerrostalo,2h+k+kph,48.5,420000,8660,2
Fallpakka,Kerrostalo,"2h, avok, kph, ...",50.0,159500,3190,2
Ruskeasuo,Kerrostalo,"2h, k, kph, et",50.5,340875,6750,2
Aurinkolahti,Kerrostalo,"2h, k, sauna ja...",59.5,293000,4924,2
Munkkivuori,Kerrostalo,"2h,kk, lasitett...",42.0,270000,6429,2
Hermanni,Kerrostalo,"2h,kk,kh",43.0,255500,5942,2
Tapanila,Kerrostalo,2h+kk+s,49.0,189000,3857,2
Myllypuro,Kerrostalo,"2h, kk, kph, vh...",50.5,181000,3584,2
Vuosaari,Kerrostalo,"2h, k, kph + la...",50.8,143000,2815,2
Pukinmäki,Kerrostalo,"2 h, k, kph, pa...",52.5,177000,3371,2
Harju,Kerrostalo,2h+kk+kh,57.7,322000,5581,2
Vuosaari,Kerrostalo,"2h, avok, kph, ...",58.5,175000,2991,2
Kivikko,Kerrostalo,"2h, k, kph, s, ...",61.0,205000,3361,2
Etelä-haaga,Kerrostalo,"2h+kk+p, yhti&#...",36.0,200000,5556,2
Käpylä,Kerrostalo,"2h, avok, kph",39.5,268000,6785,2
Hermanni,Kerrostalo,2 h+kk+kh,43.5,263500,6057,2
Länsi-pasila,Kerrostalo,"2h, avok, vh, k...",50.5,250000,4950,2
Pohjois-haaga,Kerrostalo,"2h, k, kph, las.p",54.5,200000,3670,2
Myllypuro,Kerrostalo,2h + kk,60.0,195000,3250,2
Taka-töölö,Kerrostalo,"2h, k, halli, k...",66.0,410000,6212,2
Kruununhaka,Kerrostalo,"2h+piianhuone, ...",76.5,570000,7451,2
Käpylä,Kerrostalo,2h+kk+kph+p ,38.0,268000,7053,2
Oulunkylä,Kerrostalo,2h+kk,41.0,209000,5098,2
Mellunmäki,Kerrostalo,2h+pk,41.5,122000,2940,2
Puotila,Kerrostalo,2h+k,51.5,200000,3883,2
Töölö,Kerrostalo,"2h, k, kh",52.0,325000,6250,2
Pitäjänmäki,Kerrostalo,"2h,kt",53.5,302000,5645,2
Siltamäki,Kerrostalo,2h+k+vh+las.parv. ,62.0,115000,1855,2
Kallio,Kerrostalo,"2h, k, kph",63.5,438000,6898,2
Herttoniemenranta,Kerrostalo,2h+kk+kph/s/wc+...,47.0,315000,6702,2
Kontula,Kerrostalo,"2h, kk, kph",47.5,145000,3053,2
Malmi,Kerrostalo,2h+k,50.0,184000,3680,2
Pajamäki,Kerrostalo,2h+kk,50.0,239001,4780,2
Ruskeasuo,Kerrostalo,2h+k+kph (yj. 1...,31.0,242000,7806,2
Ullanlinna,Kerrostalo,"2h, avok, kph",41.0,370000,9024,2
Kallio,Kerrostalo,2h+avok+kph+vh,42.5,310000,7294,2
Hermanni,Kerrostalo,2h+kk+kph+vh+pa...,43.0,225000,5233,2
Ullanlinna,Kerrostalo,"2h, avok, kph/w...",50.5,467000,9248,2
Taka-töölö,Kerrostalo,"2 h, halli, kt,...",53.0,312202,5891,2
Itäkeskus,Kerrostalo,2h+k+kph+parvek...,58.5,165000,2821,2
Myllypuro,Kerrostalo,"2h,k,lasitettu ...",61.0,167000,2738,2
Punavuori,Kerrostalo,2h + k,62.5,400000,6400,2
Harju,Kerrostalo,"2h, avok, kph",31.0,215000,6935,2
Kallio,Kerrostalo,"2h,kk, parveke",42.0,256777,6114,2
Alppila,Kerrostalo,2 h+kk+kph+vh+parv,42.0,280000,6667,2
Alppiharju,Kerrostalo,"2h, avok, kph",45.6,379000,8311,2
Siltamäki,Kerrostalo,"2h, kph, vh, pa...",63.5,186312,2934,2
Käpylä,Kerrostalo,"2h, kk, kph, pa...",38.0,258500,6803,2
Kamppi,Kerrostalo,"1-2h, avok, kph",49.0,440000,8980,1
Koskela,Kerrostalo,2h+k+vh (yhti&#...,53.0,147000,2774,2
Kallio,Kerrostalo,"2h, keittiö...",54.0,365000,6759,2
Malmi,Kerrostalo,"2h, kk, kph, s,...",56.0,212000,3786,2
Laajasalo,Kerrostalo,"2h, k, sauna, k...",56.0,259000,4625,2
Tapaninvainio,Kerrostalo,2h+k+s,58.5,193500,3308,2
Pihlajisto,Kerrostalo,2h+k,61.6,162000,2630,2
Alppila,Kerrostalo,2h+kk+kph+vh,42.0,272000,6476,2
Pikku huopalahti,Kerrostalo,"2h, avok, kph, ...",44.5,310000,6966,2
Malmi,Kerrostalo,"2h,kt,s,lasitet...",45.5,221500,4868,2
Tapanila,Kerrostalo,2h+k,56.0,160000,2857,2
Vallila,Kerrostalo,"2 h, avokeitti&...",56.0,295000,5268,2
Myllypuro,Kerrostalo,"2h, k, parveke",61.0,145000,2377,2
Taka-töölö,Kerrostalo,"2h, kk, kph",40.0,291000,7275,2
Pukinmäki,Kerrostalo,"2h, kk, kph/wc,...",48.0,145000,3021,2
Kuninkaantammi,Kerrostalo,2h+kt,48.5,244900,5049,2
Etelä-haaga,Kerrostalo,"2h, k, kph, vh, p",51.0,287000,5627,2
Kontula,Kerrostalo,2h+kk+lasitettu...,56.5,179000,3168,2
Viikinmäki,Kerrostalo,"2h, k, rt, kph/...",60.0,277000,4617,2
Pohjois-haaga,Kerrostalo,2h+kk,35.0,192500,5500,2
Etelä-haaga,Kerrostalo,2k+kk+kph (yj:n...,37.0,182000,4919,2
Eira,Kerrostalo,"2h, k, kph",40.0,406000,10150,2
Ullanlinna,Kerrostalo,"2h, k",54.5,504564,9258,2
Pihlajamäki,Kerrostalo,"2h, kk, kph vh,...",55.0,175000,3182,2
Oulunkylä,Kerrostalo,"2h, k, kph, vaa...",59.5,225000,3782,2
Meilahti,Kerrostalo,"2h, avokeitti&#...",44.7,296000,6622,2
Käpylä,Kerrostalo,"2h, kk",46.5,299000,6430,2
Hakaniemi,Kerrostalo,"2h, avok, kph, ...",65.0,496000,7631,2
Mellunmäki,Kerrostalo,2h+kk,47.0,156178,3323,2
Lauttasaari,Kerrostalo,"2h, k, kph, par...",48.0,379500,7906,2
Puotila,Kerrostalo,2h+k+kph+p,52.5,159400,3036,2
Munkkisaari,Kerrostalo,"2h, k, kph, par...",54.0,578000,10704,2
Lauttasaari,Kerrostalo,"2h, k, kph, par...",56.0,355000,6339,2
Herttoniemenranta,Kerrostalo,2-3h+k+s+lasite...,62.0,297910,4805,2
Kamppi,Kerrostalo,2h+kk+halli+kph,43.0,350000,8140,2
Pukinmäki,Kerrostalo,"2h, k, lasitett...",54.0,168000,3111,2
Kallio,Kerrostalo,2h+k+parv.,54.5,339000,6220,2
Ullanlinna,Kerrostalo,"2h, kk, kph",55.3,575120,10400,2
Meilahti,Kerrostalo,"2h, kk ja vh",40.0,245000,6125,2
Etelä-haaga,Kerrostalo,2h+kk+kph+p,42.0,235000,5595,2
Töölö,Kerrostalo,2h+kph,45.0,291000,6467,2
Tapanila,Kerrostalo,2h+k,51.0,200100,3924,2
Munkkiniemi,Kerrostalo,"2h, keittiö...",51.0,448000,8784,2
Roihuvuori,Kerrostalo,2 h + kk + rt,51.5,190000,3689,2
Kivihaka,Kerrostalo,2h+k,54.5,258500,4743,2
Kontula,Kerrostalo,2h+k+kph+vh+par...,55.5,102000,1838,2
Kallio,Kerrostalo,"2h, avok, kph",52.0,395500,7606,2
Herttoniemi,Kerrostalo,"2h, avok, kph",34.0,231000,6794,2
Tapanila,Kerrostalo,"2h, kk, kph/wc, vh",36.0,152000,4222,2
Mellunmäki,Kerrostalo,"2h, pk, kph, prv",40.5,132000,3259,2
Laajasalo,Kerrostalo,"2h, k, kph, s, p",56.0,263000,4696,2
Tapanila,Kerrostalo,"2h,k, kph, p",51.0,150000,2941,2
Etelä-haaga,Kerrostalo,"2h, k, kph, las...",53.0,301000,5679,2
Mellunkylä,Kerrostalo,"2h, k, kph, las...",54.0,135000,2500,2
Tapanila,Kerrostalo,2h+k,54.0,172000,3185,2
Kalasatama,Kerrostalo,"2h, kt, kph, vi...",54.5,484120,8883,2
Lauttasaari,Kerrostalo,2h+k+parveke,55.0,429000,7800,2
Lauttasaari,Kerrostalo,2h+kk,56.5,452000,8000,2
Etu-töölö,Kerrostalo,"2h, k, kph, wc, et",81.0,665000,8210,2
Käpylä,Kerrostalo,"2h, kk, kph, pa...",38.0,260000,6842,2
Punavuori,Kerrostalo,"2h,k,kph,las.p.",44.0,390000,8864,2
Pohjois-haaga,Kerrostalo,"2 h, k, kh, p",47.0,228000,4851,2
Hermanni,Kerrostalo,"2h, kk, kph, vh...",47.0,309000,6574,2
Oulunkylä,Kerrostalo,"2 h, k, s, lasi...",49.5,311599,6295,2
Viikki,Kerrostalo,"2h, avok., kph/...",51.5,269000,5223,2
Kallio,Kerrostalo,2h+k,51.5,336000,6524,2
Maunula,Kerrostalo,"2h,kk, kph, p (...",40.9,150000,3667,2
Malminkartano,Kerrostalo,"2h, k, kph, iso...",50.0,219000,4380,2
Vuosaari,Kerrostalo,2h+k+kph+p,51.0,145000,2843,2
Pihlajamäki,Kerrostalo,2h+kk,55.0,108000,1964,2
Pukinmäki,Kerrostalo,"2 h, k, kph/wc,...",55.0,174000,3164,2
Vuosaari,Kerrostalo,2h+k+kph+parvek...,56.0,159500,2848,2
Taka-töölö,Kerrostalo,2h+avok+kph,60.0,430000,7167,2
Paloheinä,Kerrostalo,"2 h, k, kph/s, ...",61.0,248000,4066,2
Kruununhaka,Kerrostalo,"2h, k, kph, wc",66.0,455000,6894,2
Pukinmäki,Kerrostalo,"2h, avok, sauna...",68.0,220000,3235,2
Malminkartano,Kerrostalo,"1-2h loft, avok...",43.5,226000,5195,1
Lauttasaari,Kerrostalo,2h + k (yj:n mu...,60.0,468000,7800,2
Suurmetsä,Kerrostalo,"2h, k, kph, par...",63.0,130000,2063,2
Kurkimäki,Kerrostalo,2h+kk+kph+parve...,47.5,123000,2589,2
Harju,Kerrostalo,"1h, k, kph, parvi",48.1,312000,6486,1
Taka-töölö,Kerrostalo,"2h, alkovi, kk,...",48.5,392000,8082,2
Myllypuro,Kerrostalo,"2h, kk, khp/wc,...",50.5,175000,3465,2
Konala,Kerrostalo,"2h, k, kph, s, ...",55.5,205000,3694,2
Taka-töölö,Kerrostalo,"2h, k, halli, k...",74.0,440000,5946,2
Etu-töölö,Kerrostalo,2h+k+kph+halli,82.0,702000,8561,2
Taka-töölö,Kerrostalo,"2h, kk, alkovi,...",35.2,234500,6662,2
Kamppi,Kerrostalo,2h+kt+kph,45.0,450000,10000,2
Käpylä,Kerrostalo,"2h, k, vh, kph/...",60.5,360000,5950,2
Lauttasaari,Kerrostalo,2h+ kk+kph+vh+p,42.0,316000,7524,2
Meilahti,Kerrostalo,2h+kk+kph,47.0,268000,5702,2
Kallio,Kerrostalo,"2h+k+kh, jossa WC",50.0,240000,4800,2
Etu-töölö,Kerrostalo,"1-2h, alkovi, k...",56.8,447000,7870,1
Herttoniemenranta,Kerrostalo,"2h, avok, kph, ...",46.0,285000,6196,2
Eiranranta,Kerrostalo,"2h, avok, kph, ...",61.5,678000,11024,2
Jätkäsaari,Kerrostalo,"2h, k, kph,s,te...",66.5,703000,10571,2
Malmi,Kerrostalo,2h+k+s,54.5,170000,3119,2
Kontula,Kerrostalo,2h+k,59.0,154000,2610,2
Taka-töölö,Kerrostalo,"2h, k, halli, k...",88.0,700000,7955,2
Viikinmäki,Kerrostalo,"2h, avok, kph/s...",50.0,270000,5400,2
Lauttasaari,Kerrostalo,"2h, k, rt, kph,...",51.5,393000,7631,2
